roost_site,latitude_s,longitude_e,researchers_present,collection_date,net_night,bat_species,sampleid,ORIGINAL,bartonella_E1,bartonella_E2,bartonella_E3,bartonella_E4,bartonella_E5,bartonella_Ew,bartonella_new1,bartonella_Ra1,gltA_ying,nuoG_chris,old_bart,chris_bart,sample_type,source,bartonella_precense_absence,PCR_markers_tested_bartonella,confirmed_by_sequencing,age_by_tooth,cc,tooth_type,,tag_color,tag_side,unique_tag_id,full_tag_description,recap,previous_id1,previous_id2,previous_id3,previous_id4,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,check_hair_clip,check_wing_biop,bat_flies,meglastreblidae,fleas,mites,ticks,check_urine,feces_utm,throat_utm,feces_microbiome,serum_vol_ul,plasma_vol_ul,rna_protect_vol_ul,check_slides_thick,check_slides_thin,check_blood_filter,performed_tooth_extraction,toothwear,temperature_notes,additional_notes,performed_anesthesia,drugs_lidocaine,drugs_metacam_ml,drugs_la_200_ml,duration_extraction_min,anesthesia_notes,necropsy,liver_rna_later,spleen_rna_later,kidney_rna_later,brain_rna_later,liver_plain,spleen_plain,kidney_plain,brain_plain,liver_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth,tooth_type,blood_bka_quantity_ul,duplicate_id,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB1,ANGB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,blue,L,208,208 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,290,19.8,136,61,31,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,1000,NA,NA,0,2,yes,yes,NA,99.7 (12:41); 98.6 (12:56); 97.9 (13:00); 98.0 (13:13); 97.7 (13:12); 99.2 (13:46); 97.5 (16:55); 97.5 (16:59),NA,NA,yes,0.04,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB4,ANGB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,5,A,lower left premolar,,blue,R,210,210 Blue RT,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,460,17.5,124,59,32,NA,NA,yes,NA,NA,NA,NA,NA,NA,1,2,2,NA,1000,NA,NA,0,2,yes,yes,NA,102.3 (1:55); 100.2 (2:08); 100.4 (2:19); 99.9 (2:32); 94.8 (3:00),NA,NA,yes,0.04,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB3,ANGB3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,blue,L,211,211 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,320,21,133.3,60,30.2,NA,NA,yes,NA,NA,NA,NA,NA,NA,1,2,2,NA,700,NA,NA,0,2,yes,yes,NA,103.2 (1:49); 100.7 (1:56); 98.9 (2:03); 99.6 (2:19); 98.3 (2:32); 94.8 (5:00),NA,NA,yes,0.04,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB6,ANGB6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,1,A,lower right canine,,blue,L,212,212 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,300,19.5,130,52,33,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,1000,NA,NA,0,2,yes,yes,NA,103.1 (3:06); 101.0 (3:15); 97.3 (3:35); 97.0 (3:42); 96.5 (3:53); 97.5 (4:52),NA,NA,yes,0.04,0.6,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB5,ANGB5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,7.5,B,lower right canine,,blue,NA,213,213 Blue ,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,325,19.5,127,62.5,29.1,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,0,NA,NA,0,2,unknown,yes,NA,100.2 (3:03); 98.2 (3:15); 97.3 (3:28); 97 (3:35); 96.4 (3:54); 97.3 (4:54),NA,NA,yes,0.04,0.6,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB7,ANGB7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,1,A,lower left premolar,,blue,L,214,214 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,325,21.4,135.3,64.5,30.2,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,400,NA,NA,0,2,yes,yes,NA,101 (4:09); 98.7 (4:33); 97.1 (6:55); 97.6 (6:58),NA,NA,yes,0.04,0.6,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB8,ANGB8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,1,A,lower left premolar,,blue,L,215,215 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,380,18,120,56,33,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,1000,NA,NA,0,2,yes,yes,NA,97.8 (4:20); 97.7 (4:24); 97.7 (4:30); 97.5 (4:38); 96.6 (4:58),NA,NA,yes,0.04,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB9,ANGB9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,1,A,lower right canine,,blue,L,216,216 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,290,19,124,62,33,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,1000,NA,NA,0,2,yes,yes,NA,97.7 (5:18); 96.3 (5:45); 95.6 (5:58),NA,NA,yes,0.04,0.6,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB10,ANGB10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,0.5,A,lower right canine,,blue,L,217,217 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,320,19.5,126,60,35,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,1000,NA,NA,0,5,yes,yes,NA,97.7 (5:26); 97.3 (5:34); 96.2 (4:48); 95.7 (5:59),NA,NA,yes,0.04,0.6,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB2,ANGB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,1,A,lower left premolar,,blue,R,300,300 Blue RT,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,330,20,127,60,38,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,1000,NA,NA,0,2,yes,yes,NA,100 (12:46); 99.6 (12:58); 98.6 (13:05); 98.8 (13:11); 102.9 (13:34),NA,NA,yes,0.4,0.6,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB11,ANGB11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,2,A,upper left canine,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,280,21,122.8,62,30,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,0,0,NA,500,NA,NA,0,3,yes,yes,NA,NA,mother to 2 young (maybe?): ANGB12 and ANGB13,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB12,ANGB12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,55,10.6,71,33,23,NA,NA,no,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,yes,no,NA,NA,juvenile to ANGB11,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",23-11-13,1,Eidolon dupreanum,ANGB13,ANGB13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,60,11,79,34,24,NA,NA,no,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,yes,no,NA,NA,juvenile to ANGB11,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB14,ANGB14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,218,218 Blue LFT,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,350,19.4,128,58.3,30.25,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,1000,NA,NA,0,2,yes,no,NA,97.7 (9:38); 100.5 (9:51),mother tp ANGB15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB16,ANGB16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,219,219 Blue LFT,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,325,22.4,129,61.4,29.2,NA,NA,yes,NA,NA,NA,NA,NA,NA,1,2,2,NA,700,NA,NA,0,2,yes,no,NA,98.1 (10:16); 102.5 (10:25); 101.4 (10:27),mother to ANGB17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB18,ANGB18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,blue,L,220,220 Blue LFT,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,300,21,130,62,28,NA,NA,yes,NA,NA,NA,NA,NA,NA,1,2,2,NA,1000,NA,NA,0,2,yes,no,NA,97.3 (10:59); 97.3 (11:03); 99.9 (11:10),mother to ANGB19 and ANGB20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB21,ANGB21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,221,221 Blue LFT,yes,KEL66,NA,NA,NA,female,L,NA,NA,NA,NA,300,22.3,128.1,60.4,29.1,NA,NA,yes,NA,0,NA,1,NA,NA,2,2,2,NA,1000,NA,NA,0,2,yes,no,NA,97.5 (11:46); 97.6 (11:54),mother to ANGB22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB23,ANGB23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,222,222 Blue LFT,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,310,22,124,58,25,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,1000,NA,NA,0,2,yes,no,NA,98.6 (2:12); 101.2 (2:21); 103.4 (2:25),mother to ANGB24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB25,ANGB25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,223,223 Blue LFT,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,350,22,123,56,28,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,800,NA,NA,0,2,yes,no,NA,101.5 (3:05),mother to ANGB26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB29,ANGB29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,blue,L,225,225 Blue LFT,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,320,21.5,126,62,31,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,600,NA,NA,0,2,yes,no,NA,101.2 (4:06); 101.8 (4:17); 102.2 (4:24) 99.5 (4:31),mother to ANGB30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB27,ANGB27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,gold,L,314,314 Gold LFT,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,330,21.4,130,67.7,26,NA,NA,yes,NA,NA,NA,NA,NA,NA,1,2,2,NA,400,NA,NA,0,2,yes,no,NA,100.9 (3:40); 102 (3:30),mother to ANGB28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB15,ANGB15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,75,11.7,79,30,24,NA,NA,no,NA,NA,NA,NA,NA,NA,2,2,2,NA,0,NA,NA,0,0,no,no,NA,too small,juvenile to ANGB14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB17,ANGB17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,90,12,86.5,40.6,21.8,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,0,NA,NA,0,2,yes,no,NA,97.0 (10:37),juvenile to ANGB16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB19,ANGB19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,101,12.5,95,41,26,NA,NA,yes,NA,NA,NA,NA,NA,NA,1,2,2,NA,0,NA,NA,0,2,yes,no,NA,97.1 (11:14); 97.9 (11:29),juvenile to ANGB18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB20,ANGB20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,70,12.6,84.3,40.6,23.4,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,0,NA,NA,0,2,yes,no,NA,97.4 (11:20),juvenile to ANGB18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB22,ANGB22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,120,13.3,97.8,46.8,20.8,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,100,NA,NA,0,2,yes,no,NA,98.0 (12:11); 98.0 (12:16); 99.1 (12:24),juvenile to ANGB21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB24,ANGB24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,unknown,J,NA,NA,NA,NA,90,12.5,90.6,40.6,22.9,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,20,NA,NA,0,2,yes,no,NA,99.9 (2:38); 100.9 (2:40),juvenile to ANGB23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB26,ANGB26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,120,13.3,93,43,27,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,200,NA,NA,0,2,yes,no,NA,98.6 (3:07); 98.5 (3:15),juvenile to ANGB25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB28,ANGB28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,80,11.6,81,38,24,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,200,NA,NA,0,2,yes,no,NA,too small,juvenile to ANGB27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoBe,-18.944,47.9491,"CB, CR, Dada",24-11-13,1,Eidolon dupreanum,ANGB30,ANGB30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,100,15.8,94.7,45.8,22.9,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,300,NA,NA,0,2,yes,no,NA,97.6 (4:21); 97.6 (4:28),juvenile to ANGB29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, Dada",26-11-13,1,Eidolon dupreanum,KEL2,KEL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,209,209 Blue LFT,yes,ANGB81,NA,NA,NA,female,NL,NA,NA,NA,NA,330,19.5,123,50,36,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,400,NA,NA,0,2,yes,yes,NA,96.8 (8:08); sub 94 (8:18); sub 94 (8:51); 95.3 (12:15); 97.5 (1:23) 97.5 (17:25),NA,NA,yes,0.04,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, Dada",26-11-13,1,Eidolon dupreanum,KEL1,KEL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,blue,R,224,224 Blue RT,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,350,20.3,133.3,70.7,27,NA,NA,yes,NA,NA,NA,NA,NA,NA,1,2,2,NA,500,NA,NA,0,2,yes,yes,NA,96.2 (7:56); sub 94 (8:18); sub 94 (8:30); sub 94 (8:38); 97 (5:22),NA,NA,yes,0.04,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, Dada",26-11-13,1,Eidolon dupreanum,KEL3,KEL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,blue,R,226,226 Blue RT,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,360,17.9,131.2,67.7,25,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,500,NA,NA,0,2,yes,no,NA,97.2 (9:09); 97.7 (9:23); 98.2 (9:32),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, Dada",26-11-13,1,Eidolon dupreanum,KEL4,KEL4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,blood_pellet_A,ying_bai,1,"ITS, gltA",yes,NA,NA,NA,,blue,L,227,227 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,300,19.5,127,59.3,18.4,NA,NA,yes,NA,NA,NA,NA,2,NA,0,2,2,NA,800,NA,NA,0,2,yes,no,NA,96.6 (9:40); 98.2 (10:02),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, Dada",26-11-13,1,Eidolon dupreanum,KEL5,KEL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,228,228 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,350,21,124,61,29,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,600,NA,NA,0,2,yes,no,NA,94.5 (10:22); 96.9 (10:31); 97.8 (10:37),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, Dada",26-11-13,1,Eidolon dupreanum,KEL6,KEL6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,L,229,229 Blue LFT,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,310,23.5,135,64.5,27.2,NA,NA,yes,NA,NA,NA,NA,NA,NA,0,2,2,NA,500,NA,NA,0,2,yes,no,NA,97.4 (10:48); 101.5 (11:11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"CB, CR, Dada",26-11-13,1,Eidolon dupreanum,KEL7,KEL7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,blood_pellet_A,ying_bai,0,"ITS, gltA",yes,NA,NA,NA,,blue,R,230,230 Blue RT,yes,KEL55,NA,NA,NA,male,A,NA,NA,NA,NA,360,22,121,61,33,NA,NA,yes,NA,NA,NA,NA,NA,NA,2,2,2,NA,500,NA,NA,0,2,yes,no,NA,97.5 (11:29); 97.7 (11:36); 97.8 (11:41),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
